collected_at,source,region,childRealTimeBed,childTotalBed,emogCode,emogDesc,emogDstr,emogGrdc2,emogLoca,generalRealTimeBed,generalTotalBed,id,isoRealTimeBed,isoTotalBed,regionCode,updateDate,wholeRealTimeBed,wholeTotalBed
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100011,가톨릭대학교여의도성모병원,1120,C,11,7,15,58040097,5,5,11,2026-07-23T01:10:10.00551,12,20
2026-07-23 01:13:28,mediboard,서울특별시,1,8,A1121013,가톨릭대학교은평성모병원,1122,C,11,7,24,58040316,3,4,11,2026-07-23T01:10:10.00551,11,36
2026-07-23 01:13:28,mediboard,서울특별시,3,3,A1100043,강동경희대학교병원,1102,A,11,5,15,58039990,3,5,11,2026-07-23T01:10:10.00551,11,23
2026-07-23 01:13:28,mediboard,서울특별시,2,2,A1100006,강북삼성병원,1123,C,11,-1,15,58040310,3,3,11,2026-07-23T01:10:10.00551,4,20
2026-07-23 01:13:28,mediboard,서울특별시,3,4,A1100002,건국대학교병원,1106,C,11,15,20,58040210,3,3,11,2026-07-23T01:10:10.00551,21,27
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100039,경찰병원,1118,D,11,3,3,58040215,2,2,11,2026-07-23T01:10:10.00551,5,5
2026-07-23 01:13:28,mediboard,서울특별시,3,3,A1100001,경희대학교병원,1111,C,11,9,15,58040152,4,5,11,2026-07-23T01:10:10.00551,16,23
2026-07-23 01:13:28,mediboard,서울특별시,1,3,A1100014,고려대학교의과대학부속구로병원,1107,A,11,0,29,58040098,3,5,11,2026-07-23T01:10:10.00551,4,37
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100026,구로성심병원,1107,D,11,8,9,58040313,1,1,11,2026-07-23T01:10:10.00551,9,10
2026-07-23 01:13:28,mediboard,서울특별시,3,3,A1100052,국립중앙의료원,1124,C,11,15,17,58040261,10,10,11,2026-07-23T01:10:10.00551,28,30
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1122033,기쁨병원,1115,D,11,1,4,58039945,1,1,11,2026-07-23T01:10:10.00551,2,5
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100048,노원을지대학교병원,1109,C,11,11,17,58039943,5,5,11,2026-07-23T01:10:10.00551,16,22
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100044,녹색병원,1125,D,11,2,5,58040260,5,5,11,2026-07-23T01:10:10.00551,7,10
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100037,대림성모병원,1120,D,11,7,8,58040101,2,2,11,2026-07-23T01:10:10.00551,9,10
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100024,명지성모병원,1120,D,11,6,8,58039941,2,2,11,2026-07-23T01:10:10.00551,8,10
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100036,부민병원,1104,D,11,7,10,58040314,1,1,11,2026-07-23T01:10:10.00551,8,11
2026-07-23 01:13:28,mediboard,서울특별시,3,4,A1100010,삼성서울병원,1101,C,11,-21,52,58040211,1,4,11,2026-07-23T01:10:10.00551,-17,60
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100021,삼육서울병원,1111,C,11,8,13,58040212,5,7,11,2026-07-23T01:10:10.00551,13,20
2026-07-23 01:13:28,mediboard,서울특별시,8,12,A1100017,서울대학교병원,1123,A,11,-3,24,58039940,8,8,11,2026-07-23T01:10:10.00551,11,42
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100050,서울성심병원,1111,D,11,15,17,58040216,3,3,11,2026-07-23T01:10:10.00551,18,20
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100029,서울적십자병원,1123,D,11,4,10,58040044,1,1,11,2026-07-23T01:10:10.00551,5,11
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100022,서울특별시동부병원,1111,D,11,6,8,58039987,2,2,11,2026-07-23T01:10:10.00551,8,10
2026-07-23 01:13:28,mediboard,서울특별시,3,3,A1100040,서울특별시보라매병원,1112,C,11,20,31,58040045,2,3,11,2026-07-23T01:10:10.00551,25,37
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100223,서울특별시서남병원,1119,D,11,17,17,58039991,1,3,11,2026-07-23T01:10:10.00551,18,20
2026-07-23 01:13:28,mediboard,서울특별시,1,3,A1100035,서울특별시서울의료원,1125,A,11,10,19,58040214,5,5,11,2026-07-23T01:10:10.00551,16,27
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100028,성심의료재단강동성심병원,1102,C,11,13,15,58040213,8,9,11,2026-07-23T01:10:10.00551,21,24
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100054,성애의료재단성애병원,1120,C,11,9,15,58040262,5,11,11,2026-07-23T01:10:10.00551,14,26
2026-07-23 01:13:28,mediboard,서울특별시,0,0,A1100032,세란병원,1123,D,11,9,10,58040100,1,1,11,2026-07-23T01:10:10.00551,10,11
