collected_at,source,region,childRealTimeBed,childTotalBed,emogCode,emogDesc,emogDstr,emogGrdc2,emogLoca,generalRealTimeBed,generalTotalBed,id,isoRealTimeBed,isoTotalBed,regionCode,updateDate,wholeRealTimeBed,wholeTotalBed
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100011,가톨릭대학교여의도성모병원,1120,C,11,12,15,52758127,5,5,11,2026-06-09T01:45:10.0048,17,20
2026-06-09 01:45:29,mediboard,서울특별시,7,8,A1121013,가톨릭대학교은평성모병원,1122,C,11,6,24,52758345,4,4,11,2026-06-09T01:45:10.0048,17,36
2026-06-09 01:45:29,mediboard,서울특별시,3,3,A1100043,강동경희대학교병원,1102,A,11,5,15,52758018,4,5,11,2026-06-09T01:45:10.0048,12,23
2026-06-09 01:45:29,mediboard,서울특별시,2,2,A1100006,강북삼성병원,1123,C,11,5,15,52758339,3,3,11,2026-06-09T01:45:10.0048,10,20
2026-06-09 01:45:29,mediboard,서울특별시,4,4,A1100002,건국대학교병원,1106,C,11,9,20,52758239,3,3,11,2026-06-09T01:45:10.0048,16,27
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100039,경찰병원,1118,D,11,3,3,52758244,2,2,11,2026-06-09T01:45:10.0048,5,5
2026-06-09 01:45:29,mediboard,서울특별시,2,3,A1100001,경희대학교병원,1111,C,11,8,15,52758182,3,5,11,2026-06-09T01:45:10.0048,13,23
2026-06-09 01:45:29,mediboard,서울특별시,2,3,A1100014,고려대학교의과대학부속구로병원,1107,A,11,10,29,52758128,4,5,11,2026-06-09T01:45:10.0048,16,37
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100026,구로성심병원,1107,D,11,5,9,52758342,1,1,11,2026-06-09T01:45:10.0048,6,10
2026-06-09 01:45:29,mediboard,서울특별시,3,3,A1100052,국립중앙의료원,1124,C,11,11,17,52758290,10,10,11,2026-06-09T01:45:10.0048,24,30
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1122033,기쁨병원,1115,D,11,0,4,52757972,1,1,11,2026-06-09T01:45:10.0048,1,5
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100048,노원을지대학교병원,1109,C,11,13,17,52757970,5,5,11,2026-06-09T01:45:10.0048,18,22
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100044,녹색병원,1125,D,11,4,5,52758289,5,5,11,2026-06-09T01:45:10.0048,9,10
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100037,대림성모병원,1120,D,11,8,8,52758131,2,2,11,2026-06-09T01:45:10.0048,10,10
2026-06-09 01:45:29,mediboard,서울특별시,0,0,A1100024,명지성모병원,1120,D,11,8,8,52757968,2,2,11,2026-06-09T01:45:10.0048,10,10
