collected_at,source,region,childRealTimeBed,childTotalBed,emogCode,emogDesc,emogDstr,emogGrdc2,emogLoca,generalRealTimeBed,generalTotalBed,id,isoRealTimeBed,isoTotalBed,regionCode,updateDate,wholeRealTimeBed,wholeTotalBed
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100011,가톨릭대학교여의도성모병원,1120,C,11,13,15,50589978,4,5,11,2026-05-22T01:30:10.008232,17,20
2026-05-22 01:34:05,mediboard,서울특별시,5,8,A1121013,가톨릭대학교은평성모병원,1122,C,11,4,24,50590196,4,4,11,2026-05-22T01:30:10.008232,13,36
2026-05-22 01:34:05,mediboard,서울특별시,3,3,A1100043,강동경희대학교병원,1102,A,11,3,15,50589869,5,5,11,2026-05-22T01:30:10.008232,11,23
2026-05-22 01:34:05,mediboard,서울특별시,2,2,A1100006,강북삼성병원,1123,C,11,-3,15,50590190,3,3,11,2026-05-22T01:30:10.008232,2,20
2026-05-22 01:34:05,mediboard,서울특별시,4,4,A1100002,건국대학교병원,1106,C,11,6,20,50590090,3,3,11,2026-05-22T01:30:10.008232,13,27
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100039,경찰병원,1118,D,11,2,3,50590095,2,2,11,2026-05-22T01:30:10.008232,4,5
2026-05-22 01:34:05,mediboard,서울특별시,1,3,A1100001,경희대학교병원,1111,C,11,13,15,50590033,5,5,11,2026-05-22T01:30:10.008232,19,23
2026-05-22 01:34:05,mediboard,서울특별시,3,3,A1100014,고려대학교의과대학부속구로병원,1107,A,11,8,29,50589979,3,5,11,2026-05-22T01:30:10.008232,14,37
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100026,구로성심병원,1107,D,11,6,9,50590193,1,1,11,2026-05-22T01:30:10.008232,7,10
2026-05-22 01:34:05,mediboard,서울특별시,3,3,A1100052,국립중앙의료원,1124,C,11,16,17,50590141,10,10,11,2026-05-22T01:30:10.008232,29,30
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1122033,기쁨병원,1115,D,11,1,4,50589822,1,1,11,2026-05-22T01:30:10.008232,2,5
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100048,노원을지대학교병원,1109,C,11,16,17,50589820,5,5,11,2026-05-22T01:30:10.008232,21,22
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100044,녹색병원,1125,D,11,2,5,50590140,5,5,11,2026-05-22T01:30:10.008232,7,10
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100037,대림성모병원,1120,D,11,8,8,50589982,2,2,11,2026-05-22T01:30:10.008232,10,10
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100024,명지성모병원,1120,D,11,5,8,50589818,2,2,11,2026-05-22T01:30:10.008232,7,10
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100036,부민병원,1104,D,11,8,10,50590194,1,1,11,2026-05-22T01:30:10.008232,9,11
2026-05-22 01:34:05,mediboard,서울특별시,2,4,A1100010,삼성서울병원,1101,C,11,5,52,50590091,3,4,11,2026-05-22T01:30:10.008232,10,60
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100021,삼육서울병원,1111,C,11,8,13,50590092,4,7,11,2026-05-22T01:30:10.008232,12,20
2026-05-22 01:34:05,mediboard,서울특별시,9,12,A1100017,서울대학교병원,1123,A,11,-4,24,50589817,8,8,11,2026-05-22T01:30:10.008232,11,42
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100050,서울성심병원,1111,D,11,15,17,50590096,3,3,11,2026-05-22T01:30:10.008232,18,20
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100029,서울적십자병원,1123,D,11,8,10,50589923,1,1,11,2026-05-22T01:30:10.008232,9,11
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100022,서울특별시동부병원,1111,D,11,8,8,50589866,2,2,11,2026-05-22T01:30:10.008232,10,10
2026-05-22 01:34:05,mediboard,서울특별시,2,3,A1100040,서울특별시보라매병원,1112,C,11,18,31,50589924,3,3,11,2026-05-22T01:30:10.008232,23,37
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100223,서울특별시서남병원,1119,D,11,5,6,50589870,2,2,11,2026-05-22T01:30:10.008232,7,8
2026-05-22 01:34:05,mediboard,서울특별시,2,3,A1100035,서울특별시서울의료원,1125,A,11,8,19,50590094,5,5,11,2026-05-22T01:30:10.008232,15,27
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100028,성심의료재단강동성심병원,1102,C,11,8,15,50590093,9,9,11,2026-05-22T01:30:10.008232,17,24
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100054,성애의료재단성애병원,1120,C,11,13,15,50590142,5,11,11,2026-05-22T01:30:10.008232,18,26
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100032,세란병원,1123,D,11,8,10,50589981,1,1,11,2026-05-22T01:30:10.008232,9,11
2026-05-22 01:34:05,mediboard,서울특별시,4,4,A1100004,순천향대학교부속서울병원,1121,C,11,13,20,50589977,3,3,11,2026-05-22T01:30:10.008232,20,27
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100045,씨엠병원,1120,D,11,10,10,50590037,0,0,11,2026-05-22T01:30:10.008232,10,10
2026-05-22 01:34:05,mediboard,서울특별시,2,2,A1100015,연세대학교의과대학강남세브란스병원,1101,C,11,11,21,50590192,3,3,11,2026-05-22T01:30:10.008232,16,26
2026-05-22 01:34:05,mediboard,서울특별시,9,10,A1100007,연세대학교의과대학세브란스병원,1114,C,11,-1,39,50590137,6,6,11,2026-05-22T01:30:10.008232,12,53
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100025,의료법인동신의료재단동신병원,1114,D,11,8,9,50590139,1,1,11,2026-05-22T01:30:10.008232,9,10
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100041,의료법인서울효천의료재단에이치플러스양지병원,1105,C,11,10,18,50589868,3,3,11,2026-05-22T01:30:10.008232,13,21
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100023,의료법인청구성심병원,1122,D,11,10,10,50589867,1,1,11,2026-05-22T01:30:10.008232,11,11
2026-05-22 01:34:05,mediboard,서울특별시,0,0,A1100075,의료법인풍산의료재단동부제일병원,1125,D,11,6,7,50589821,1,1,11,2026-05-22T01:30:10.008232,7,8
