collected_at,source,region,childRealTimeBed,childTotalBed,emogCode,emogDesc,emogDstr,emogGrdc2,emogLoca,generalRealTimeBed,generalTotalBed,id,isoRealTimeBed,isoTotalBed,regionCode,updateDate,wholeRealTimeBed,wholeTotalBed
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100011,가톨릭대학교여의도성모병원,1120,C,11,12,15,49629874,5,5,11,2026-05-14T02:05:10.00891,17,20
2026-05-14 02:07:55,mediboard,서울특별시,6,8,A1121013,가톨릭대학교은평성모병원,1122,C,11,12,24,49630092,4,4,11,2026-05-14T02:05:10.00891,22,36
2026-05-14 02:07:55,mediboard,서울특별시,3,3,A1100043,강동경희대학교병원,1102,A,11,9,15,49629766,4,5,11,2026-05-14T02:05:10.00891,16,23
2026-05-14 02:07:55,mediboard,서울특별시,2,2,A1100006,강북삼성병원,1123,C,11,10,15,49630086,3,3,11,2026-05-14T02:05:10.00891,15,20
2026-05-14 02:07:55,mediboard,서울특별시,4,4,A1100002,건국대학교병원,1106,C,11,10,20,49629986,3,3,11,2026-05-14T02:05:10.00891,17,27
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100039,경찰병원,1118,D,11,3,3,49629991,2,2,11,2026-05-14T02:05:10.00891,5,5
2026-05-14 02:07:55,mediboard,서울특별시,3,3,A1100001,경희대학교병원,1111,C,11,14,15,49629929,5,5,11,2026-05-14T02:05:10.00891,22,23
2026-05-14 02:07:55,mediboard,서울특별시,2,3,A1100014,고려대학교의과대학부속구로병원,1107,A,11,14,29,49629875,4,5,11,2026-05-14T02:05:10.00891,20,37
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100026,구로성심병원,1107,D,11,7,9,49630089,1,1,11,2026-05-14T02:05:10.00891,8,10
2026-05-14 02:07:55,mediboard,서울특별시,3,3,A1100052,국립중앙의료원,1124,C,11,11,17,49630037,5,5,11,2026-05-14T02:05:10.00891,19,25
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1122033,기쁨병원,1115,D,11,3,4,49629719,1,1,11,2026-05-14T02:05:10.00891,4,5
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100048,노원을지대학교병원,1109,C,11,10,17,49629717,5,5,11,2026-05-14T02:05:10.00891,15,22
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100044,녹색병원,1125,D,11,4,5,49630036,5,5,11,2026-05-14T02:05:10.00891,9,10
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100037,대림성모병원,1120,D,11,7,8,49629878,2,2,11,2026-05-14T02:05:10.00891,9,10
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100024,명지성모병원,1120,D,11,8,8,49629715,2,2,11,2026-05-14T02:05:10.00891,10,10
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100036,부민병원,1104,D,11,9,10,49630090,1,1,11,2026-05-14T02:05:10.00891,10,11
2026-05-14 02:07:55,mediboard,서울특별시,2,4,A1100010,삼성서울병원,1101,C,11,-8,52,49629987,4,4,11,2026-05-14T02:05:10.00891,-2,60
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100021,삼육서울병원,1111,C,11,12,13,49629988,6,7,11,2026-05-14T02:05:10.00891,18,20
2026-05-14 02:07:55,mediboard,서울특별시,10,12,A1100017,서울대학교병원,1123,A,11,-5,24,49629714,8,8,11,2026-05-14T02:05:10.00891,11,42
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100050,서울성심병원,1111,D,11,16,17,49629992,3,3,11,2026-05-14T02:05:10.00891,19,20
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100029,서울적십자병원,1123,D,11,9,10,49629821,0,1,11,2026-05-14T02:05:10.00891,9,11
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100022,서울특별시동부병원,1111,D,11,8,8,49629763,2,2,11,2026-05-14T02:05:10.00891,10,10
2026-05-14 02:07:55,mediboard,서울특별시,2,3,A1100040,서울특별시보라매병원,1112,C,11,22,31,49629822,3,3,11,2026-05-14T02:05:10.00891,27,37
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100223,서울특별시서남병원,1119,D,11,5,6,49629767,1,2,11,2026-05-14T02:05:10.00891,6,8
2026-05-14 02:07:55,mediboard,서울특별시,3,3,A1100035,서울특별시서울의료원,1125,A,11,9,19,49629990,5,5,11,2026-05-14T02:05:10.00891,17,27
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100028,성심의료재단강동성심병원,1102,C,11,6,15,49629989,9,9,11,2026-05-14T02:05:10.00891,15,24
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100054,성애의료재단성애병원,1120,C,11,14,15,49630038,5,11,11,2026-05-14T02:05:10.00891,19,26
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100032,세란병원,1123,D,11,8,10,49629877,1,1,11,2026-05-14T02:05:10.00891,9,11
2026-05-14 02:07:55,mediboard,서울특별시,4,4,A1100004,순천향대학교부속서울병원,1121,C,11,13,20,49629873,3,3,11,2026-05-14T02:05:10.00891,20,27
2026-05-14 02:07:55,mediboard,서울특별시,0,0,A1100045,씨엠병원,1120,D,11,10,10,49629933,0,0,11,2026-05-14T02:05:10.00891,10,10
2026-05-14 02:07:55,mediboard,서울특별시,0,2,A1100015,연세대학교의과대학강남세브란스병원,1101,C,11,9,21,49630088,3,3,11,2026-05-14T02:05:10.00891,12,26
